Title,Score,Name,Date,actions,text
" Must watch😍😘💝
",10,shivanandvkempawad,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Once in bluemoon theatre experience don't miss it to watch in theatres 😍😍 every penny you'll spend will worth it. Never forgettable experience. Kgf chapter 2 is an one and only none movie can replace it.
" Best of the best
",10,sng-14736,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Best action movie..... Just watch it....will not get any hollywood movie to compare with......seen best hollywood movies....but none is like this movie........
" Outstanding movie
",10,yashch-05534,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Yash is just outstanding with his terrific performance and unleashes his amazing screen presence throughout the movie. Yash continued from where he left in KGF 1. He carried himself with the same intensity and energy. He looked stylish, raw, and rugged and costumes suited his swag and mannerisms. He showed variations in his expressions turning brutal, ruthless, and menacing at one time and humane, and emotional at other times.

Srinidhi Shetty got a limited screen presence just like her role in the first part. However, she did full justice to her emoting well.

Sanjay Dutt looked powerful evoking fear as Adheera. Though the scenes featuring Yash and Sanjay Dutt are powerfully written, Sanjay Dutt's age showed up on the screen bringing down the intensity levels.

Raveena Tandon looked intense as a powerful politician who meant business while dealing with the anti-social elements.

Rao Ramesh as the CBI officer performed well and Prakash Raj did justice to her role."
" Best Gangster movie in Indian history.
",10,bhatavb,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Everything is just mind-blowing,best gangster movie in Indian history Rocking Star Yash , Ravenna Tandon, everyone acting superb, great direction, cinematography,music,bgm."
" KGF chapter-2 l Extreme Level crez of this film
",10,sourabhgavsanesg,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Awesome, extraordinary movie; Most awaited crez in Indian cinema till now.. Rocking star Yash have played a very appreciative role in this movie, it is not replaceable & imaginary."
" Mass
",10,rajlesta,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Never seen an action movie any good than KGF 2 Goosebumps I came out from theater feeling unbelievable, how can a movie be this good.... kgf 1 was top class, kgf 2 absolute mind blowing. Well done to the entire team."
" 🔥🔥🔥
",10,vinaykumarbilgundi,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",I AM STUNNED HOW CAN A PERSON THINK THIS TYPE OF MOVIE WITH SO MUCH TWIST AND TURNS HOW CAN A ACTOR CAN PERFORM THIS GOOD THIS WAS THE FINEST MOVIE I HAVE WATCHED IN YEARS THIS MOVIE SHOULD CROSS 2000+ CRORES KUDOS TO THE EFFORT TO THE TEAM AND YASH. #KGFChapter2.
" Awsome Movie
",10,samirhalder-96158,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Fabulous movie. Full of action & Romance. Everyone act like a pro actor. VFX & Graphics are truly amaze. Please go to cinema hall & see the movie.

Please see the movie in cinema hall and write the review in this section."
" World no 1 parfect most watch movie
",10,khanmahbub-54050,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Prasant neel sir hand of to u from bangladesh.

Ur a mind blowing creator....

All over the world peoples are need more biggest firing box office movies to you.....

Ur a such a legend sir.....

Ur career no 1 movies was K. G. F..."
" Yash you are so dedicated to ur role
",10,archanashivhare,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","An extravagant saga depicting a thrilling hero's journey.....his trails and tribulations...his conquest over the world of ""GOLD"" mining

I truly enjoyed every second of this movie Editing wow BG score wow (little loud n palpable) Story line wow Action wow wow wow.... Casting wow Rocky Bhai nae poora phod Diya .... Sanju Baba too did Evey bit of justice to his role as adhira..."
" Master piece
",10,nhpulock,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","World will love it. I'm from Bangladesh and I think its a historic one in India's cinema collection.

This movie never let them down its take a lot time to publishe however why plenty of time needed is proved.

I can't take over a second from it!

Oh dear, full of action and full of emotions which really adorable.

I'm really exited for the news of box-office best of luck😁"
" Super
",10,mrmasum-70600,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This movie will break all Indian movie records. Ah, background music has won the hearts, and Rocky Brother's entries were awesome. The dialogues of the movie were also joss, I couldn't understand how 2.40 hours passed, this movie is the best fight movie I have ever seen in my life, that movie will be remembered forever.

Roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash roking star yash

roking star yash roking star yash."
" Best Movie ever Created in Indian Cinema
",10,solanki_madhav,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Finally we can say that now we can rival Hollywood after seeing KFG 2. Best movie of my life, specially yash nailed it... Killer Action, Killer Cinematography, Deadly BGM........"
" KGF Chapter 2
",10,ajmalalimn,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",This Movie is awesome. Making is superb. Overall this is awesome movie don't miss it. KGF Chapter 1 must watch and then see the chapter 2. This movie is the biggest Indian movie. Don't miss it.
" The worst movie ever.
",1,lohithbs-78015,17 April 2022,"
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","KGF is ruining the Kannada industry.

Worst acting by everyone including Yash.

No story, mindless violence and bad sound effects. From beginning till the end I had to wear head phones to protect my ears.

Please stop encouraging mindless violence in movies and start creating concept based movies."
" KGF-1(Teaser)KGF 2- Trailer KGF3- Blockbuster
",10,sphq-16890,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Awesome movie,action,direction,acting. Totally worth the wait and hype. Don't miss the end credit scene. Prashanth Neel going Marvels way. Kudos to the entire team. Waiting for you guys again eagerly."
" Finest Indian movie I've seen
",10,grozario,18 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",The script and plot was a Fantastic continuation. Really worth every penny it's worth. KGF2 was a monstrous movie. The Director and producer pull this out of the bag with only 100m crores. Amazing.
" Best movie all time in India
",10,waranv-89964,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Best story line ever in movie.start to end wow what an movie history based untold story of kgf no lag l ever scene in my life best movie all time what an movie 100 worth love from Tamilnadu.
" Masterclass cinema
",10,chanroop,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Thrill excitement elevations bgm everything worked for the movie it was all through a very enjoyable and emotional movie with action mixed in beautiful cinema.
" Beautiful
",10,jvxjpkfy,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Best movie I have ever seen beautiful better than Hollywood movies. This movie outclasses any Hollywood movie and give out a feel of the godfather but more crazy and scarface.
" An epic movie
",10,gpradeep-47951,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Ultimate movie don't be late to get fascinated Must watch n awesome screenplay and ultimate scenes excellent acting by Rocky bhai yash has he promised took KFI to next leave.
" So called INDIAN CINEMA
",10,fpjbxpcbn,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Powerful people makes Cinema powerful.

Nothing more needed to show case what is a mass movie. A master piece from the Rockstar YASH.

This is what we need to show the world what is Indian Cinema."
" Good.
",10,sojibhp,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","I wasn't expected that this movie will be that big as I know Indian Cinema, Overall very good movie, Masterpiece. I literally don't know how my whole cinema time finished and I watched full movie, This movie has the ability to engage people."
" What a movie 🔥🔥🔥🔥 goosebumps 🔥💥
",10,mbbs-50591,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",🔥🔥 literally very nice movie... totally Paisa vasoool. Full of suspense and thrillers .... I will watch 2-3 times this movie is soo 🔥🔥🔥🔥 SjjsisijsnnskkskskjmsmsnakkajajajjannsjjajajajajjajjajajajajjajajajajajjwjwjwjjajajajjansnsnsnsjzjsncgajahhavsbsjhskakshhskwjshkakjsuskkjwuwhnjjsijsvwvhsuyshbwhuwkjwgaknanhsuajshhsiajsbshshbdvvbshsvvsvBbajwjushhhsuuwhwhwhwhszbBBBabbabababababajanabwbabababanababababanabbsbuzbbsb.
" This is what you call a Masterpiece
",10,nathanraghu-00088,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This was the most anticipated movies in the history of indian cinemas and it truly lived upto it's expectations, KGF 2 makes you feel like KGF 1 was nothing even though both were masterpiece, The hype for this movie was something else and it really justified it's hype, While watching it on the big screen you could literally feel the aura of this movie through the screens, This is gonna be fire🔥🔥"
" One of the best movie of all time.
",10,mrtommy-46344,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",No word is enough to make a review on this superb film. Everything is just extremely good. It won't disappoint me. I had been waiting for more than 3 years. And finally It released and just enjoyed every second of this movie. This is the first movie in my life that i didn't skip for a single second.
" MONSTER of a Movie
",10,frmywwqs,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Once in a generation movie. The direction, elevation, emotion, action, innovation, all capped with the best BGM was simply outstanding! This TOOFAN of a movie will take everyone on a enjoyable and entertaining journey. 11/10 for this movie."
" The best
",10,khanjabeer-00672,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This is the best movie i have ever seen.

Kgf chapter-1 Kgf chapter-2 Both are💣💥🔥

Go and watch this movie in theater for extreme experience.

It will break all the records."
" K.G.F CHAPTER 2
",10,un-49403,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","K. G. F CHAPTER 2 IS VERY GOOD MOVIE , AND THE ACTION SEENS IN K. G. F CHAPTER 2 IS ALSO VERY GOOD, IT HAS ALSO EMOTIONAL ANGLE OF MOTHER AND CHILD. AND LAST OFF ALL DON'T MISS POST CREDIT SEEN OF THIS MOVIE AT LAST .

I DON'T GIVE ANY SPOILER SO GO AND WATCH ."
" Best movie ever
",10,yatendrasingh-29855,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","What a suspence in movie and action is top notch.

I love this movie thrills and thanks to all actors who act really well acting.

The movie KGF is popular because of its gripping story, awesome background music and some really awesome acting. The movie has been a pan India success due to the plot."
" What a movie
",10,yatendrasingh-67267,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Spoilers ahead...

There is something outlandish yet gorgeous about the K. G. F franchise that they no longer make such films. That they no longer imagine scenes propelled by absolute madness. After all, K. G. F films are written on steroids.

There is a moment in K. G. F: Chapter 2, where Rocky Bhai (a rocking Yash, bathed and cleansed in masculine orgy) takes a machine gun out to blow up a police station, in the garb of a ""field test"". With a cigarette hanging from his lip, he fires aimlessly to show his prowess as bullets zoom past the station and everything in between. Bullet casings drop to the ground and Bhai walks in slow-motion to light up his cigarette from the gun's nozzle with an equally electrifying background score by Ravi Basrur."
" Excellent
",9,sivakumarmugada,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Fantastic job hole team of kgf ultimate movie go to theaters and see the movie yash performance was superr.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
" Goosebumps
",10,jagdishjaatchudhary,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Spoilers ahead...

There is something outlandish yet gorgeous about the K. G. F franchise that they no longer make such films. That they no longer imagine scenes propelled by absolute madness. After all, K. G. F films are written on steroids.

There is a moment in K. G. F: Chapter 2, where Rocky Bhai (a rocking Yash, bathed and cleansed in masculine orgy) takes a machine gun out to blow up a police station, in the garb of a ""field test"". With a cigarette hanging from his lip, he fires aimlessly to show his prowess as bullets zoom past the station and everything in between. Bullet casings drop to the ground and Bhai walks in slow-motion to light up his cigarette from the gun's nozzle with an equally electrifying background score by Ravi Basrur."
" Goosebumps overloaded
",10,techrisky,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The stars of KGF 2 are Yash and Prashanth Neel. The Kannada superstar's towering personality does full justice to the almost mythical character of Rocky Bhai. Very few stars would have made a role like Rocky Bhai believable and Yash owns it in every frame. Filmmaker Prashanth Neel ensures that the story proceeds at a brisk pace. Sanjay Dutt matches him in presence. Prakash Raj is nuanced as the narrator of the film. Raveena Tandon is impressive and you will wonder why she did not get such roles in her prime. From Rocky Bhai gaining sole control over Narachi to how he makes one quick escape to return stronger, it is one helluva ride. The visuals will linger in your memory for a long time. The team has shot at JSW sites, which gives KGF 2 the canvas of brown, grey and black. Ravi Basrur's scintillating BGM lifts up the sequences and you cannot help but stay transfixed to the screen. Another star of the film is cinematographer Bhuvan Gowda. The aesthetic of KGF 2 is a lot like Mad Max: Fury Road. Prashanth Neel who is part of the writing team ensures scenes loaded with dry humour and witty dialogues. With references to nepotism and secularism, KGF 2 taps into the modern milieu."
" Greatest of indian Film industry!
",10,hackershack,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Next level. One of the Greatest in indian Film industry. Goosebumps guaranteed. I say Everyone Should watch this film to experience,we can say KGF Chapter 1 was just a trailer after watching this masterpiece. Geat Direction+ Hero Yash + Hardwork of 8 yrs + Music + Cinematography+ Editing+ etc finally we can say every department worked hard for this masterpiece."
" RRR movie BUDGET WAS 550 CRORES BUT KGF MOVIE BUDGET ONLY 100 CRORE
",10,mdmehadi-48674,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",That was ay compare dont see the 1 st day box office collection OF RRR see movie wich better i think it is historic movie of the world kgf thats ay movie RRR is good film but history was common kgf was tottal difrent i think its should be gone indias no 1 movie🇧🇩
" Must watch movie
",10,walesikar,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","I am a Hollywood fan, but this movie is soo soo amazing that I can not explain it in words. It's the first Indian movie that can challenge Hollywood in my opinion."
" You can't take your eyes off the screen even for a second!
",10,nikhiljaiswal-33370,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The cinematography, the direction, perfect storyline, and yes, the larger than life character of Rocky bhai, the movie is a pure masterclass and you ain't going to watch something like this for a long long time. The background score keeps you intrigued, Sanjay Dutt has been outstanding throughout. To everyone's surprise, Raveena Tondon has done an excellent job while playing her character. Go watch it today guys!

Also, can't wait for KGF 3 😍"
" What a Movie Mannn Goosebumps
",10,pubgplayer-37375,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",All time Best Movie Rocky Is my All time Favourite Character. Best Movie I recommend You Guys Please Watch This movie. Humsa Goosebumps Aaye Ga har Movement pai.
" Awesome blockbuster ever
",10,preamleelapranto,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Just outstanding 😍. Awesome 😎. Beyond my imagination and expectation. The looks, the dialogues, the attitude, the expression, the suspense each and everything is welly maintained. Also, every character is welly furnished.

The swag of Rocky vai😍the attitude of Adhira is😎mind blowing.... And the story is first class."
" Biggest Blockbuster of Indian Cinema
",10,shakiltm,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","What aaaa movie Rocky Bhai Nailed it bro huge mega movie I think best movie ever.

Powerful people make places powerful All time Blockbuster History making movie I ever seen. Sanjay dutt also Brun it down bruh Adhiraa."
" The Wait Was Worth
",10,mallyav-54756,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",The Wait was Worth to watch this movie If u like KGF1 U will love KGF2 The Best ever Movie Each. And every character in this movie Played their best role.
" Best Action movie ever created by Indian films
",10,bhuyanguruprasanna,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The story was masterpiece, unlike other film's fighting scenes are illogical unrealistic fighting scene kgf chapter2 movie have the best realistic and best visualised fighting scenes.

Not even 1 sec you will get bored through out the movie.

The masterpiece."
" BLOCKBUSTER 💥🔥...
",10,nimjemohak,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","No spoilers But Just Saying After Climax Don't Leave Your Seats Just Wait For Post Credit It Will Blow Your Mind 💥...

The Hype Created By KGF Chapter 1 Is Now Fullfilled ... The Movie Is Best Action Thriller Movie Ever ... All The Scene And It's Cinematography Are Treat To Watch... Don't Miss This Movie ... Watch This Movie Only In Theatres ... This Movie Is The All Time Blockbuster Movie ... From The Entry Scene Of The Rocking Star Yash ... To The Climax ... And The Post Credit It Is Just Amazing ... And The BGM By Ravi Basrur Is Just Insane ... 💥🔥

The Songs In The Movie Gives You The Goosebumps And Make You Feel Energetic From The Head To The Last Foot Finger ... Loved The Movie So Much... From Rocking Star Yash To Adheera To Ravina Tondon ... All Have Done The Great Job In Their Respective Roles ..."
" This movie is gonna be right up there with the GOAT movies
",10,sumukhathreya-20962,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",No words to describe the feeling. Definitely the best Indian movie ever. The cinematography is just top notch hats off to Bhuvan Gowda. The director Prashanth Neel would surely come up with even better movies in the future. The lead actor Yash has given the best performance of his life. There is no way you might get bored even for a second throughout the movie.
" Next level cinema
",10,chetuchethan-73762,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Amazing experience in theatre .yash acting is next level and his dress and looks are unbelievable and irreplaceable . Prashant Neel direction is also at top notch .
" Too good Action Movie!
",10,tbrckyw,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Yash Rocks, best movie ever made in the history of Cinema!!

Bollywood's end is near with movies like this. All bollywood actors combined together can not have the aura and acting of these South Indian Greats!! 🙏🏽🙏🏽🙏🏽"
" the best sequel
",10,stormhypercycles,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",The best cinema can ever get. Every element of the movie is fantasic. The booking websites got stuck. I have never seen such a wave of Goosebumps through out the movie in every other scene.
" Spoiler alert
",10,ranalai,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Uff what a movie , that scene when avira shot reena the whole theatre shocked by that scene, one of the great movie i have ever scene guys just go and watch."
" A benchmark for Indian action films
",9,red-10255,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The cinematography, colour grading and background score really elevates every frame of the film to another level. Truly a magnificent take on the Kgf chapter 1. This movie discusses the story of kgf in an epic manner with a well deserved climax .

Action sequences are top notch especially the car chase scenes. Overall a great cinematic experience."
" Rocky is a masterpiece
",10,aashishvorra,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",I saw the entire movie today to be honest with you guys i remember I did not blink my eyes for a second for the first time for any movie when movie will be started it started with goosebumps and it will continue till the last the public is shouting show's how much they love this movie the movie has no any weak points infact it is a mixed of action and emotions which makes movie a masterpiece no doubts you will easily connect yourself with every characters in the movie till the end at the sudden when you realise you are in kgf in the mid of the movie that's show's my connection with every characters in the movie every characters in the movie play there role excellently what else i would say I've never seen such movie in my entire life till now go and watch in theatre you will never regret love you yash and every cast and crew in the movie..
" Awesome MOVIE
",10,anjalaasok,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","10 out of 10 Mega Blockbuster entertainment movie Rocky bhai Rocks.

I never seen a film like this before.

Big hit.

Waiting for KGF 3 No negative feedback."
" It's not just a movie, it's our emotions.... One of the greatest movie ever Rocky bhai the CEO of India power full people come from powerful places history was a wrong .......
",10,rajy-63730,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","It's not just a movie, it's our emotions..

KGF CHAPTER 1 LOVE H HAMARA AUR KGF CHAPTER 2 KE LOVE HUM.

. Powerfull People's come from powerful places history was a wrong Powerfull people's make polices power full."
" Perfection Movie .Good direction and good film in this year
",10,y-39675,17 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Great direction Prashant Neel. Hatsoff. Cinematography Bhuvan gowda. Extraordinary performance by. Yash , Sanjay Dutt, raveena Tandon, srindhi Shetty . Audience and fans waited for 3 years for the movie but some pandamic issues it took long time After that. Movie has come fans celebrating the movie with madness and happiness . We loved the movie and enjoyed.

KGF CHAPTER 2 is sandalwood movie . The world is waiting more movies from sandalwood movies film productions Hombale films Hats off . Box office movie He is not Gangster he is monster KGF CHAPTER 3 ."
" Kuch bhi? ..kyu ?
",2,suvwsh,14 April 2022,"
                    2 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Larger then life character...dream character..means kuch bhi?

Why he died....no specific reason also copied instances from narcos (Pablo Escobar) life."
" Thunderstorm
",10,glitteringadar-84679,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The movie is just Outrageous 💥 What a plot, what a climax, speacially The Rocking star Yash, He was just out of this world. The actress, the Otger characters were also irreplaceable at their places . The dialogue for Yash was lit💥 no matter how it started oor gonna end the movie will give you goosebump.but yet to remember If u haven't watched KGF before, don't try to watch this one, you will find yourself A wonder."
" A perfect combination of mass and emotion..🔥🔥
",10,pranjaljnv-93104,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Wow amazing...what a masterpiece Prashant neel has directed in just 100 crores🔥🔥🔥👍👍👍💫💫💫 He is like ISRO of cinema who makes records in very low budgets.....completely goosebumbs😱😱 after every 2 minutes ....you will stand up to cheer for the movie....👑👑👑 Yash and every character gives his best to make it a masterpiece to watch👍👍👍🥇🥇👌👌👌 Climax scene when Rocky died its very emotional, It's like we all the audience has connected to that character and at climax whole theatre goes silent...almost everyone's eyes are filled with tears....😪😪😪😓😓For tributing this immortal and legendary character🔥🔥🔥👑👑🌟🌟It is the best movie for me I have ever seen....."
" KGF: Chapter 2
",10,shubhraprakashchowdhury,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","I was thought that it's gonna be part 3 with a plot of heroic war between Rocky & Government. Anyway plot of this movie is awesome. What a combination between violation n emotion. Hats off! And that comparison of the tears of a mother with the fire was Zippy. Go ahead Indian film. Love from BD.

I apologize my mistake🙏"
" India's Best Action Drama!!!
",10,anujbora-40485,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","There are extraordinary action movies that India has recently witnessed which includes Bahubali and RRR.

But....... The KGF franchise is on a whole other level!!! The movie KGF 2 completely lives up to the hype that's among the audience. It delivers a completely satisfying package of action, entertainment and drama. The Dialouges, the BGM, the cinematography; everything is just awesome. Some scenes can even be matched with hollywood action films.

And of course, the story. The story is so well written and the screenplay is so good that keeps people engaged throughout the movie. Another plus point of this movie which makes it better than other action movies are the realistic elements. The story feels real, the action scenes are practical, the set pieces are real and so are the Emotions that this movie conveys. And this is the specialty of KGF.

Hats off to the director - Prasanth Neel. I had never thought that such a mass movie could be made in India. Kudos to the entire kgf team.

This will be my most fav action movie forever coz I don't really think that any movie can replace the hype that KGF has created."
" Agar ye nahi dekha to kya dekha 2022 me
",10,shishantmahato,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","If you are saying KGF 1 was good then this is the greatest movie you will ever watch

Director kept every minute engaging and you to wait till end credits because there is the surprise for you

I was literally amaze by the surprise with all goosebumps.

This was the first time i am talking for some movie in IMDB but I have to because all must watch this movie if you want the biggest entertainment in the history of Indian Cinema.

Thanks for reading and go watch now in theatre don't wait for OTT and Lastly #Yash - Salam Rocky Bhai... Regards Shishant Mahato."
" Better then expected
",10,agrawalvaibhav-42977,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Most of the time movies 2nd part worse then 1st part but not in this kgf ch-2, what a movie Action in every minute seems and nice sound editing, A must watch movie."
" Oscar deserving movie
",10,slovejot-31761,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",This is not only a movie for people this is a festival and emotion for people. I think this movie deserve Oscar. Yash play an integral role in this movie. Without his endless efforts I think this movie can't achieve huge success.... Salam rocky bhai....your biggest fan.
" Hardcore Action film
",10,jxdipto,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The movie with full of thrill & action.

The greatest action film in India history. Its highly recommend for action films lover. Special thanks to prashant neel."
" Epic movie
",10,hadpady,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Visuals are of Hollywood level. Story is the strongest point of the movie with excellent direcation, emotions and what to say about Rocking Star Yesh,his screen presence is just superb. Love the movie."
